,nconst,tconst,ordering,category,primaryName,primaryProfession,gender
5588,nm0001877,3062096.0,9.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5589,nm0001877,816692.0,9.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5590,nm0001877,337741.0,7.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5591,nm0001877,1823672.0,8.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5592,nm0001877,115759.0,10.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5593,nm0001877,1068641.0,9.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5594,nm0001877,265086.0,9.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5595,nm0001877,213149.0,8.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5596,nm0001877,120863.0,10.0,composer,Hans Zimmer,"music_department,composer,soundtrack",
5597,nm0001878,110622.0,7.0,writer,David Zucker,"writer,producer,director",
5598,nm0001878,88286.0,6.0,director,David Zucker,"writer,producer,director",
5599,nm0001878,80339.0,6.0,director,David Zucker,"writer,producer,director",
5600,nm0001880,97441.0,5.0,director,Edward Zwick,"producer,writer,director",
5601,nm0001880,325710.0,5.0,director,Edward Zwick,"producer,writer,director",
5602,nm0001880,450259.0,5.0,director,Edward Zwick,"producer,writer,director",
5603,nm0001880,110322.0,5.0,director,Edward Zwick,"producer,writer,director",
5604,nm0001880,2034800.0,10.0,writer,Edward Zwick,"producer,writer,director",
5605,nm0001882,87078.0,3.0,actress,Olivia d'Abo,"actress,soundtrack,music_department",Female
5606,nm0001884,50976.0,1.0,actor,Max von Sydow,"actor,soundtrack,director",Male
5607,nm0001884,82198.0,3.0,actor,Max von Sydow,"actor,soundtrack,director",Male
5608,nm0001884,80745.0,3.0,actor,Max von Sydow,"actor,soundtrack,director",Male
5609,nm0001884,53976.0,1.0,actor,Max von Sydow,"actor,soundtrack,director",Male
5610,nm0001884,63759.0,1.0,actor,Max von Sydow,"actor,soundtrack,director",Male
5611,nm0001885,168629.0,5.0,director,Lars von Trier,"writer,director,producer",
5612,nm0001885,342272.0,6.0,writer,Lars von Trier,"writer,director,producer",
5613,nm0001885,1937390.0,5.0,director,Lars von Trier,"writer,director,producer",
5614,nm0001885,154421.0,5.0,director,Lars von Trier,"writer,director,producer",
5615,nm0001889,62782.0,3.0,actor,Charles Hawtrey,"actor,soundtrack,director",Male
5616,nm0001889,57918.0,4.0,actor,Charles Hawtrey,"actor,soundtrack,director",Male
5617,nm0001891,83851.0,1.0,actor,Anthony Higgins,"actor,soundtrack",Male
5618,nm0001897,118799.0,7.0,producer,John M. Davis,"music_department,composer,sound_department",
5619,nm0001899,2674426.0,10.0,cinematographer,Remi Adefarasin,"cinematographer,camera_department",
5620,nm0001899,120148.0,10.0,cinematographer,Remi Adefarasin,"cinematographer,camera_department",
5621,nm0001899,416320.0,9.0,cinematographer,Remi Adefarasin,"cinematographer,camera_department",
5622,nm0001899,1196204.0,10.0,cinematographer,Remi Adefarasin,"cinematographer,camera_department",
5623,nm0001902,68326.0,2.0,actor,Edward Albert,"actor,soundtrack,miscellaneous",Male
5624,nm0001903,89276.0,1.0,actress,Norma Aleandro,"actress,writer",Female
5625,nm0001907,43769.0,7.0,writer,Eric Ambler,"writer,producer,actor",Male
5626,nm0001907,45659.0,7.0,writer,Eric Ambler,"writer,producer,actor",Male
5627,nm0001908,439.0,1.0,actor,Gilbert M. 'Broncho Billy' Anderson,"director,actor,producer",Male
5628,nm0001916,37674.0,1.0,actress,Arletty,"actress,soundtrack",Female
5629,nm0001919,86739.0,6.0,actress,Peggy Ashcroft,actress,Female
5630,nm0001919,53131.0,4.0,actress,Peggy Ashcroft,actress,Female
5631,nm0001919,87892.0,3.0,actress,Peggy Ashcroft,actress,Female
5632,nm0001920,343818.0,8.0,writer,Isaac Asimov,"writer,miscellaneous,actor",Male
5633,nm0001921,110932.0,6.0,writer,Paul Attanasio,"writer,producer,executive",
5634,nm0001921,120184.0,9.0,writer,Paul Attanasio,"writer,producer,executive",
5635,nm0001921,452624.0,6.0,writer,Paul Attanasio,"writer,producer,executive",
5636,nm0001921,119008.0,8.0,writer,Paul Attanasio,"writer,producer,executive",
5637,nm0001923,88939.0,4.0,actress,Margaret Avery,actress,Female
5638,nm0001924,87363.0,3.0,actor,Hoyt Axton,"soundtrack,actor,composer",Male
5639,nm0001928,45911.0,5.0,director,Roy Ward Baker,"director,assistant_director,miscellaneous",
5640,nm0001928,66518.0,5.0,director,Roy Ward Baker,"director,assistant_director,miscellaneous",
5641,nm0001928,45162.0,6.0,director,Roy Ward Baker,"director,assistant_director,miscellaneous",
5642,nm0001928,67713.0,5.0,director,Roy Ward Baker,"director,assistant_director,miscellaneous",
5643,nm0001929,1442519.0,1.0,actress,Josiane Balasko,"actress,writer,director",Female
5644,nm0001929,1987018.0,3.0,actress,Josiane Balasko,"actress,writer,director",Female
5645,nm0001929,6423776.0,4.0,actress,Josiane Balasko,"actress,writer,director",Female
5646,nm0001931,61122.0,3.0,actress,Binnie Barnes,"actress,soundtrack,producer",Female
5647,nm0001931,34882.0,4.0,actress,Binnie Barnes,"actress,soundtrack,producer",Female
5648,nm0001932,9968.0,2.0,actor,Richard Barthelmess,"actor,soundtrack,producer",Male
5649,nm0001932,22054.0,1.0,actor,Richard Barthelmess,"actor,soundtrack,producer",Male
5650,nm0001937,120577.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5651,nm0001937,421239.0,10.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5652,nm0001937,419294.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5653,nm0001937,257516.0,8.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5654,nm0001937,117571.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5655,nm0001937,4052882.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5656,nm0001937,1259014.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5657,nm0001937,2404233.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5658,nm0001937,120082.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5659,nm0001937,1866249.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5660,nm0001937,120804.0,9.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5661,nm0001937,1939659.0,10.0,composer,Marco Beltrami,"composer,music_department,soundtrack",
5662,nm0001940,85750.0,6.0,writer,Peter Benchley,"writer,producer,actor",Male
5663,nm0001943,1618390.0,2.0,actress,Marisa Berenson,"actress,soundtrack",Female
5664,nm0001944,39404.0,1.0,actor,Edgar Bergen,"actor,soundtrack,writer",Male
5665,nm0001945,86973.0,8.0,writer,Claude Berri,"producer,actor,writer",Male
5666,nm0001945,1064932.0,7.0,producer,Claude Berri,"producer,actor,writer",Male
5667,nm0001948,20641.0,2.0,actor,Charles Bickford,"actor,soundtrack",Male
5668,nm0001950,79501.0,4.0,actor,Steve Bisley,actor,Male
5669,nm0001951,168629.0,1.0,actress,Björk,"soundtrack,composer,actress",Female
5670,nm0001953,810868.0,1.0,actor,Moritz Bleibtreu,"actor,producer,art_department",Male
5671,nm0001953,130827.0,2.0,actor,Moritz Bleibtreu,"actor,producer,art_department",Male
5672,nm0001953,119472.0,4.0,actor,Moritz Bleibtreu,"actor,producer,art_department",Male
5673,nm0001954,44837.0,2.0,actress,Claire Bloom,actress,Female
5674,nm0001954,97123.0,4.0,actress,Claire Bloom,actress,Female
5675,nm0001954,62794.0,2.0,actress,Claire Bloom,actress,Female
5676,nm0001954,82186.0,3.0,actress,Claire Bloom,actress,Female
5677,nm0001958,49787.0,1.0,actor,Dirk Bogarde,"actor,writer",Male
5678,nm0001958,59084.0,2.0,actor,Dirk Bogarde,"actor,writer",Male
5679,nm0001958,58263.0,1.0,actor,Dirk Bogarde,"actor,writer",Male
5680,nm0001958,67445.0,1.0,actor,Dirk Bogarde,"actor,writer",Male
5681,nm0001960,110521.0,1.0,actress,Romane Bohringer,"actress,director,writer",Female
5682,nm0001961,38589.0,2.0,actor,Ray Bolger,"actor,soundtrack",Male
5683,nm0001962,85267.0,5.0,director,Lizzie Borden,"director,writer,editor",
5684,nm0001965,120449.0,1.0,actress,Élodie Bouchez,"actress,soundtrack,producer",Female
5685,nm0001966,18578.0,1.0,actress,Clara Bow,"actress,soundtrack,music_department",Female
5686,nm0001966,18033.0,1.0,actress,Clara Bow,"actress,soundtrack,music_department",Female
5687,nm0001967,114924.0,4.0,actor,Peter Boyle,"actor,soundtrack",Male
5688,nm0001967,82869.0,3.0,actor,Peter Boyle,"actor,soundtrack",Male
5689,nm0001967,97235.0,3.0,actor,Peter Boyle,"actor,soundtrack",Male
5690,nm0001967,111143.0,4.0,actor,Peter Boyle,"actor,soundtrack",Male
5691,nm0001967,86618.0,2.0,actor,Peter Boyle,"actor,soundtrack",Male
5692,nm0001969,45546.0,8.0,writer,Ray Bradbury,"writer,producer,actor",Male
5693,nm0001969,60390.0,7.0,writer,Ray Bradbury,"writer,producer,actor",Male
5694,nm0001971,117951.0,2.0,actor,Ewen Bremner,"actor,producer,soundtrack",Male
5695,nm0001972,78480.0,2.0,actor,Richard Briers,"actor,soundtrack",Male
5696,nm0001977,417658.0,6.0,writer,Charles Bukowski,"writer,actor,soundtrack",Male
5697,nm0001978,120185.0,2.0,actress,Emma Bunton,"soundtrack,actress",Female
5698,nm0001979,89153.0,3.0,actor,Tom Burlinson,"actor,music_department,soundtrack",Male
5699,nm0001980,1324999.0,10.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5700,nm0001980,475290.0,9.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5701,nm0001980,1931533.0,8.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5702,nm0001980,118715.0,7.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5703,nm0001980,116287.0,10.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5704,nm0001980,118883.0,8.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5705,nm0001980,1403865.0,9.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5706,nm0001980,116282.0,7.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5707,nm0001980,258153.0,6.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5708,nm0001980,2401878.0,8.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5709,nm0001980,110074.0,8.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5710,nm0001980,110167.0,8.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5711,nm0001980,119896.0,10.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5712,nm0001980,86979.0,7.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5713,nm0001980,120879.0,8.0,composer,Carter Burwell,"composer,music_department,soundtrack",
5714,nm0001981,36940.0,4.0,actress,Spring Byington,"actress,soundtrack,miscellaneous",Female
5715,nm0001982,61852.0,2.0,actor,Sebastian Cabot,"actor,soundtrack",Male
5716,nm0001983,86896.0,4.0,actor,Rory Calhoun,"actor,producer,writer",Male
5717,nm0001986,55018.0,9.0,writer,Truman Capote,"writer,actor,soundtrack",Male
5718,nm0001989,51658.0,1.0,actress,Leslie Caron,"actress,soundtrack",Female
5719,nm0001989,47969.0,2.0,actress,Leslie Caron,"actress,soundtrack",Female
5720,nm0001989,43278.0,2.0,actress,Leslie Caron,"actress,soundtrack",Female
5721,nm0001989,48124.0,1.0,actress,Leslie Caron,"actress,soundtrack",Female
5722,nm0001990,212826.0,3.0,actress,Elpidia Carrillo,"actress,director,writer",Female
5723,nm0001991,38109.0,4.0,actor,Leo G. Carroll,actor,Male
5724,nm0001991,44079.0,4.0,actor,Leo G. Carroll,actor,Male
5725,nm0001993,1259014.0,1.0,actor,Vincent Cassel,"actor,producer,soundtrack",Male
5726,nm0001993,237534.0,4.0,actor,Vincent Cassel,"actor,producer,soundtrack",Male
5727,nm0001995,62873.0,2.0,actor,George Chakiris,"actor,soundtrack,miscellaneous",Male
5728,nm0001997,89015.0,2.0,actress,Patricia Charbonneau,"actress,soundtrack",Female
5729,nm0001998,45537.0,2.0,actress,Cyd Charisse,"actress,soundtrack",Female
5730,nm0001999,340012.0,3.0,actor,Maury Chaykin,"actor,miscellaneous",Male
5731,nm0002000,118845.0,1.0,actor,Leslie Cheung,"actor,music_department,soundtrack",Male
5732,nm0002001,51658.0,2.0,actor,Maurice Chevalier,"soundtrack,actor,writer",Male
5733,nm0002001,23158.0,1.0,actor,Maurice Chevalier,"soundtrack,actor,writer",Male
5734,nm0002001,22074.0,1.0,actor,Maurice Chevalier,"soundtrack,actor,writer",Male
5735,nm0002002,165499.0,3.0,actor,Shin'ichi Chiba,"actor,stunts,miscellaneous",Male
5736,nm0002005,83908.0,7.0,writer,Agatha Christie,"writer,camera_department",
5737,nm0002005,81163.0,8.0,writer,Agatha Christie,"writer,camera_department",
5738,nm0002005,51201.0,6.0,writer,Agatha Christie,"writer,camera_department",
5739,nm0002006,119190.0,3.0,actor,Thomas Haden Church,"actor,miscellaneous,producer",Male
5740,nm0002006,413300.0,4.0,actor,Thomas Haden Church,"actor,miscellaneous,producer",Male
5741,nm0002007,1205537.0,7.0,writer,Tom Clancy,"writer,producer,miscellaneous",
5742,nm0002008,97733.0,10.0,composer,Eric Clapton,"soundtrack,composer,music_department",
5743,nm0002009,62622.0,6.0,writer,Arthur C. Clarke,"writer,actor,art_department",Male
5744,nm0002009,86837.0,6.0,writer,Arthur C. Clarke,"writer,actor,art_department",Male
5745,nm0002010,402158.0,7.0,writer,Christian Clavier,"actor,writer,producer",Male
5746,nm0002011,50083.0,2.0,actor,Lee J. Cobb,"actor,director,soundtrack",Male
5747,nm0002011,47296.0,3.0,actor,Lee J. Cobb,"actor,director,soundtrack",Male
5748,nm0002011,40202.0,3.0,actor,Lee J. Cobb,"actor,director,soundtrack",Male
5749,nm0002011,51077.0,3.0,actor,Lee J. Cobb,"actor,director,soundtrack",Male
5750,nm0002011,59557.0,2.0,actor,Lee J. Cobb,"actor,director,soundtrack",Male
5751,nm0002011,63010.0,3.0,actor,Lee J. Cobb,"actor,director,soundtrack",Male
5752,nm0002013,36172.0,3.0,actor,Charles Coburn,"actor,soundtrack",Male
5753,nm0002013,39694.0,4.0,actor,Charles Coburn,"actor,soundtrack",Male
5754,nm0002013,45810.0,3.0,actor,Charles Coburn,"actor,soundtrack",Male
5755,nm0002017,35957.0,4.0,actor,Richard Conte,"actor,soundtrack,director",Male
5756,nm0002017,47878.0,2.0,actor,Richard Conte,"actor,soundtrack,director",Male
5757,nm0002017,40202.0,2.0,actor,Richard Conte,"actor,soundtrack,director",Male
5758,nm0002018,98319.0,2.0,actor,Tom Conti,"actor,soundtrack,miscellaneous",Male
5759,nm0002018,85933.0,2.0,actor,Tom Conti,"actor,soundtrack,miscellaneous",Male
5760,nm0002020,84335.0,5.0,director,Costa-Gavras,"director,writer,producer",
5761,nm0002020,422015.0,5.0,director,Costa-Gavras,"director,writer,producer",
5762,nm0002020,65234.0,5.0,director,Costa-Gavras,"director,writer,producer",
5763,nm0002021,37558.0,6.0,writer,Noël Coward,"writer,soundtrack,actor",Male
5764,nm0002021,64505.0,2.0,actor,Noël Coward,"writer,soundtrack,actor",Male
5765,nm0002022,44100.0,1.0,actress,Jeanne Crain,"actress,soundtrack",Female
5766,nm0002022,41587.0,1.0,actress,Jeanne Crain,"actress,soundtrack",Female
5767,nm0002022,41746.0,1.0,actress,Jeanne Crain,"actress,soundtrack",Female
5768,nm0002024,42276.0,3.0,actor,Broderick Crawford,"actor,producer,soundtrack",Male
5769,nm0002025,42004.0,9.0,writer,Hume Cronyn,"actor,producer,writer",Male
5770,nm0002025,40746.0,6.0,writer,Hume Cronyn,"actor,producer,writer",Male
5771,nm0002026,87451.0,2.0,actress,Mary Crosby,actress,Female
5772,nm0002027,82158.0,1.0,actor,Ben Cross,actor,Male
5773,nm0002030,69404.0,5.0,director,George Cukor,"director,miscellaneous,assistant_director",
5774,nm0002030,24264.0,5.0,director,George Cukor,"director,miscellaneous,assistant_director",
5775,nm0002030,54022.0,5.0,director,George Cukor,"director,miscellaneous,assistant_director",
5776,nm0002030,28683.0,5.0,director,George Cukor,"director,miscellaneous,assistant_director",
5777,nm0002030,42276.0,5.0,director,George Cukor,"director,miscellaneous,assistant_director",
5778,nm0002030,36940.0,6.0,director,George Cukor,"director,miscellaneous,assistant_director",
5779,nm0002030,82992.0,5.0,director,George Cukor,"director,miscellaneous,assistant_director",
5780,nm0002030,58385.0,5.0,director,George Cukor,"director,miscellaneous,assistant_director",
5781,nm0002030,41090.0,5.0,director,George Cukor,"director,miscellaneous,assistant_director",
5782,nm0002031,29870.0,5.0,director,Michael Curtiz,"director,actor,writer",Male
5783,nm0002031,37913.0,5.0,director,Michael Curtiz,"director,actor,writer",Male
5784,nm0002031,29843.0,5.0,director,Michael Curtiz,"director,actor,writer",Male
5785,nm0002031,29217.0,6.0,director,Michael Curtiz,"director,actor,writer",Male
5786,nm0002031,24008.0,5.0,director,Michael Curtiz,"director,actor,writer",Male
5787,nm0002031,47673.0,5.0,director,Michael Curtiz,"director,actor,writer",Male
5788,nm0002031,34583.0,5.0,director,Michael Curtiz,"director,actor,writer",Male
5789,nm0002032,205214.0,3.0,actor,Roger Daltrey,"actor,soundtrack,producer",Male
5790,nm0002037,83067.0,2.0,actor,Cliff De Young,"actor,soundtrack",Male
5791,nm0002037,85701.0,4.0,actor,Cliff De Young,"actor,soundtrack",Male
5792,nm0002037,89118.0,4.0,actor,Cliff De Young,"actor,soundtrack",Male
5793,nm0002038,37365.0,4.0,actress,Gloria DeHaven,"actress,soundtrack",Female
5794,nm0002038,43012.0,4.0,actress,Gloria DeHaven,"actress,soundtrack",Female
5795,nm0002039,120133.0,4.0,actress,Ruby Dee,"actress,soundtrack,writer",Female
5796,nm0002039,97216.0,3.0,actress,Ruby Dee,"actress,soundtrack,writer",Female
5797,nm0002041,116629.0,6.0,writer,Dean Devlin,"producer,writer,actor",Male
5798,nm0002041,111282.0,6.0,writer,Dean Devlin,"producer,writer,actor",Male
5799,nm0002041,1628841.0,8.0,writer,Dean Devlin,"producer,writer,actor",Male
5800,nm0002041,337921.0,8.0,producer,Dean Devlin,"producer,writer,actor",Male
5801,nm0002041,1981128.0,5.0,director,Dean Devlin,"producer,writer,actor",Male
5802,nm0002041,120685.0,6.0,writer,Dean Devlin,"producer,writer,actor",Male
5803,nm0002042,119223.0,6.0,writer,Charles Dickens,"writer,soundtrack,miscellaneous",
5804,nm0002042,85936.0,6.0,writer,Charles Dickens,"writer,soundtrack,miscellaneous",
5805,nm0002042,406649.0,6.0,writer,Charles Dickens,"writer,soundtrack,miscellaneous",
5806,nm0002042,8652.0,6.0,writer,Charles Dickens,"writer,soundtrack,miscellaneous",
5807,nm0002043,238936.0,2.0,actress,Madhuri Dixit,"actress,soundtrack,music_department",Female
5808,nm0002044,114508.0,5.0,director,Roger Donaldson,"director,producer,writer",
5809,nm0002044,200465.0,5.0,director,Roger Donaldson,"director,producer,writer",
5810,nm0002044,146309.0,5.0,director,Roger Donaldson,"director,producer,writer",
5811,nm0002044,118928.0,5.0,director,Roger Donaldson,"director,producer,writer",
5812,nm0002044,2402157.0,5.0,director,Roger Donaldson,"director,producer,writer",
5813,nm0002045,50419.0,5.0,director,Stanley Donen,"director,miscellaneous,producer",
5814,nm0002045,86973.0,5.0,director,Stanley Donen,"director,miscellaneous,producer",
5815,nm0002045,50599.0,5.0,director,Stanley Donen,"director,miscellaneous,producer",
5816,nm0002045,62407.0,5.0,director,Stanley Donen,"director,miscellaneous,producer",
5817,nm0002045,41716.0,5.0,director,Stanley Donen,"director,miscellaneous,producer",
5818,nm0002045,61391.0,5.0,director,Stanley Donen,"director,miscellaneous,producer",
5819,nm0002045,51773.0,5.0,director,Stanley Donen,"director,miscellaneous,producer",
5820,nm0002045,45152.0,5.0,director,Stanley Donen,"director,miscellaneous,producer",
5821,nm0002046,40242.0,4.0,actor,Brian Donlevy,"actor,producer,soundtrack",Male
5822,nm0002046,47878.0,4.0,actor,Brian Donlevy,"actor,producer,soundtrack",Male
5823,nm0002047,61398.0,3.0,actress,Diana Dors,"actress,soundtrack,writer",Female
5824,nm0002048,23293.0,2.0,actor,Melvyn Douglas,"actor,soundtrack",Male
5825,nm0002048,40613.0,3.0,actor,Melvyn Douglas,"actor,soundtrack",Male
5826,nm0002048,78841.0,3.0,actor,Melvyn Douglas,"actor,soundtrack",Male
5827,nm0002048,57840.0,3.0,actor,Melvyn Douglas,"actor,soundtrack",Male
5828,nm0002050,28597.0,1.0,actress,Irene Dunne,"actress,soundtrack",Female
5829,nm0002050,23582.0,1.0,actress,Irene Dunne,"actress,soundtrack",Female
5830,nm0002050,40458.0,1.0,actress,Irene Dunne,"actress,soundtrack",Female
5831,nm0002053,38057.0,3.0,actor,Dan Duryea,"actor,soundtrack",Male
5832,nm0002053,37508.0,4.0,actor,Dan Duryea,"actor,soundtrack",Male
5833,nm0002056,177721.0,3.0,actress,Christine Ebersole,"actress,soundtrack",Female
5834,nm0002057,97216.0,4.0,actor,Richard Edson,"actor,camera_department,director",Male
5835,nm0002059,3833474.0,3.0,actress,Lisa Eichhorn,"actress,writer,producer",Female
5836,nm0002060,86960.0,4.0,actress,Lisa Eilbacher,actress,Female
5837,nm0002063,50599.0,3.0,actor,Leif Erickson,"actor,soundtrack",Male
5838,nm0002064,4046784.0,4.0,actor,Giancarlo Esposito,"music_department,actor,producer",Male
5839,nm0002064,1621429.0,4.0,actor,Giancarlo Esposito,"music_department,actor,producer",Male
5840,nm0002064,408985.0,4.0,actor,Giancarlo Esposito,"music_department,actor,producer",Male
5841,nm0002068,35360.0,4.0,actress,Frances Farmer,"actress,soundtrack,writer",Female
5842,nm0002070,166896.0,1.0,actor,Richard Farnsworth,"actor,stunts,soundtrack",Male
5843,nm0002070,88727.0,3.0,actor,Richard Farnsworth,"actor,stunts,soundtrack",Male
5844,nm0002070,81414.0,3.0,actor,Richard Farnsworth,"actor,stunts,soundtrack",Male
5845,nm0002071,2103254.0,6.0,producer,Will Ferrell,"actor,producer,soundtrack",Male
5846,nm0002071,5657846.0,1.0,actor,Will Ferrell,"actor,producer,soundtrack",Male
5847,nm0002071,1855401.0,4.0,actor,Will Ferrell,"actor,producer,soundtrack",Male
5848,nm0002071,1490017.0,2.0,actor,Will Ferrell,"actor,producer,soundtrack",Male
5849,nm0002071,2702724.0,7.0,producer,Will Ferrell,"actor,producer,soundtrack",Male
5850,nm0002071,445934.0,1.0,actor,Will Ferrell,"actor,producer,soundtrack",Male
5851,nm0002071,420223.0,1.0,actor,Will Ferrell,"actor,producer,soundtrack",Male
5852,nm0002071,319343.0,1.0,actor,Will Ferrell,"actor,producer,soundtrack",Male
5853,nm0002071,3165612.0,7.0,producer,Will Ferrell,"actor,producer,soundtrack",Male
5854,nm0002071,144168.0,4.0,actor,Will Ferrell,"actor,producer,soundtrack",Male
5855,nm0002071,1790886.0,1.0,actor,Will Ferrell,"actor,producer,soundtrack",Male
5856,nm0002072,49934.0,3.0,actor,Mel Ferrer,"actor,director,miscellaneous",Male
5857,nm0002072,62467.0,9.0,producer,Mel Ferrer,"actor,director,miscellaneous",Male
5858,nm0002073,85672.0,1.0,actor,Lou Ferrigno,"actor,miscellaneous",Male
5859,nm0002075,59183.0,3.0,actor,Peter Finch,"actor,soundtrack",Male
5860,nm0002075,53131.0,2.0,actor,Peter Finch,"actor,soundtrack",Male
5861,nm0002076,120735.0,1.0,actor,Jason Flemyng,"actor,soundtrack,director",Male
5862,nm0002076,120802.0,4.0,actor,Jason Flemyng,"actor,soundtrack,director",Male
5863,nm0002077,120735.0,2.0,actor,Dexter Fletcher,"actor,director,writer",Male
5864,nm0002077,1083452.0,5.0,director,Dexter Fletcher,"actor,director,writer",Male
5865,nm0002077,151568.0,3.0,actor,Dexter Fletcher,"actor,director,writer",Male
5866,nm0002078,78788.0,4.0,actor,Frederic Forrest,actor,Male
5867,nm0002079,82766.0,3.0,actor,Steve Forrest,actor,Male
5868,nm0002080,78754.0,5.0,director,Bob Fosse,"miscellaneous,soundtrack,actor",Male
5869,nm0002080,48401.0,4.0,actor,Bob Fosse,"miscellaneous,soundtrack,actor",Male
5870,nm0002080,68327.0,5.0,director,Bob Fosse,"miscellaneous,soundtrack,actor",Male
5871,nm0002083,257756.0,5.0,director,Carl Franklin,"actor,director,writer",Male
5872,nm0002084,244297.0,2.0,actress,Brenda Fricker,actress,Female
5873,nm0002084,1466054.0,2.0,actress,Brenda Fricker,actress,Female
5874,nm0002084,97937.0,2.0,actress,Brenda Fricker,actress,Female
5875,nm0002085,58150.0,2.0,actor,Gert Fröbe,"actor,soundtrack,writer",Male
5876,nm0002086,69019.0,5.0,director,Lucio Fulci,"writer,director,actor",Male
5877,nm0002086,82307.0,5.0,director,Lucio Fulci,"writer,director,actor",Male
5878,nm0002086,46705.0,7.0,writer,Lucio Fulci,"writer,director,actor",Male
5879,nm0002087,50407.0,5.0,director,Samuel Fuller,"writer,director,actor",Male
5880,nm0002087,84725.0,2.0,actor,Samuel Fuller,"writer,director,actor",Male
5881,nm0002087,46187.0,5.0,director,Samuel Fuller,"writer,director,actor",Male
5882,nm0002088,57887.0,2.0,actress,Annette Funicello,"actress,soundtrack,writer",Female
5883,nm0002089,59319.0,5.0,director,Sidney J. Furie,"director,writer,producer",
5884,nm0002090,87363.0,1.0,actor,Zach Galligan,"actor,director",Male
5885,nm0002090,441041.0,4.0,actor,Zach Galligan,"actor,director",Male
5886,nm0002091,97108.0,2.0,actor,Michael Gambon,"actor,soundtrack,music_department",Male
5887,nm0002091,1201607.0,4.0,actor,Michael Gambon,"actor,soundtrack,music_department",Male
5888,nm0002091,120643.0,2.0,actor,Michael Gambon,"actor,soundtrack,music_department",Male
5889,nm0002091,417741.0,4.0,actor,Michael Gambon,"actor,soundtrack,music_department",Male
5890,nm0002091,340012.0,2.0,actor,Michael Gambon,"actor,soundtrack,music_department",Male
5891,nm0002091,1441951.0,2.0,actor,Michael Gambon,"actor,soundtrack,music_department",Male
5892,nm0002093,35093.0,1.0,actress,Greer Garson,"actress,soundtrack,miscellaneous",Female
5893,nm0002094,52861.0,2.0,actor,Vittorio Gassman,"actor,writer,director",Male
5894,nm0002094,49934.0,4.0,actor,Vittorio Gassman,"actor,writer,director",Male
5895,nm0002094,60125.0,1.0,actor,Vittorio Gassman,"actor,writer,director",Male
5896,nm0002094,81616.0,1.0,actor,Vittorio Gassman,"actor,writer,director",Male
5897,nm0002095,68762.0,2.0,actor,Will Geer,"actor,soundtrack",Male
5898,nm0002096,66730.0,2.0,actress,Judy Geeson,"actress,soundtrack",Female
5899,nm0002097,84503.0,1.0,actor,Bob Geldof,"soundtrack,actor,composer",Male
5900,nm0002100,1942120.0,2.0,actress,Marie Gillain,"actress,soundtrack,director",Female
5901,nm0002102,1315214.0,1.0,actress,Sharon Gless,"actress,producer",Female
5902,nm0002104,36367.0,2.0,actress,Paulette Goddard,"actress,soundtrack,producer",Female
5903,nm0002105,3844362.0,4.0,actress,Judith Godrèche,"actress,director,writer",Female
5904,nm0002105,117477.0,4.0,actress,Judith Godrèche,"actress,director,writer",Female
5905,nm0002106,59314.0,4.0,actress,Ruth Gordon,"actress,writer,soundtrack",Female
5906,nm0002106,63522.0,3.0,actress,Ruth Gordon,"actress,writer,soundtrack",Female
5907,nm0002106,41090.0,6.0,writer,Ruth Gordon,"actress,writer,soundtrack",Female
5908,nm0002106,67185.0,1.0,actress,Ruth Gordon,"actress,writer,soundtrack",Female
5909,nm0002107,45891.0,2.0,actress,Betty Grable,"actress,soundtrack",Female
